id,year,job_role,experience_level,industry,location,skills,num_skills,salary_usd,automation_risk,demand_index,avg_skill_trend_score,experience_ord,salary_tier,risk_label,skill_count,future_proof,salary_vs_median,role_encoded,exp_encoded
1143,2023,Digital Marketer,Senior,Retail,India,Legacy VBA|Deep Learning|LLMs/GenAI|MLOps|Tableau,5,225772.0,0.542,115.9,7.5,3,High,High Risk,5,0,1.161,10,3
1144,2019,Supply Chain Analyst,Lead,Government,Australia,LLMs/GenAI|Kubernetes|Deep Learning,3,239556.0,0.05,106.7,9.0,4,High,Low Risk,3,1,1.041,23,4
1145,2025,Data Analyst,Principal,Education,UAE,Statistics|Copy-Paste Reporting|Airflow,3,203401.0,0.98,151.7,5.57,5,High,Critical Risk,3,0,0.795,6,5
1146,2019,Data Analyst,Principal,Manufacturing,Canada,Cold Calling|Spark/PySpark|Cloud (AWS/GCP)|Prompt Engineering,4,247445.0,0.617,93.6,7.25,5,Elite,High Risk,4,0,0.967,6,5
1147,2021,IT Support Specialist,Lead,Education,Netherlands,Legacy VBA|Statistics|Kubernetes|Vector Databases|Tableau,5,183975.0,0.889,95.0,6.84,4,High,Critical Risk,5,0,0.8,14,4
1148,2021,AI Engineer,Senior,Media,Brazil,Cloud (AWS/GCP)|Kubernetes|Legacy VBA|A/B Testing|MS Access|Data Entry,6,270611.0,0.98,112.4,5.12,3,Elite,Critical Risk,6,0,1.391,0,3
1149,2022,Excel Analyst,Mid,Education,UAE,Airflow|Excel (Basic)|MS Access,3,84102.0,0.98,111.3,4.67,2,Low,Critical Risk,3,0,0.565,11,2
1150,2022,DevOps Engineer,Mid,Finance,Canada,Data Entry|Cloud (AWS/GCP)|Kubernetes|Copy-Paste Reporting|Legacy VBA|R,6,171737.0,0.98,130.9,4.68,2,Mid,Critical Risk,6,0,1.155,9,2
1151,2022,Content Strategist,Mid,Manufacturing,Australia,SQL|Excel (Basic)|Power BI|Kubernetes|Prompt Engineering,5,127686.0,0.347,111.1,7.24,2,Low,Moderate Risk,5,1,0.859,5,2
1152,2023,Content Strategist,Senior,Energy,UK,COBOL|Tableau|Excel (Basic)|Vector Databases|Prompt Engineering|Cloud (AWS/GCP),6,199541.0,0.572,157.0,6.62,3,High,High Risk,6,0,1.026,5,3
1153,2022,Supply Chain Analyst,Mid,Consulting,India,Manual Testing|R|Legacy VBA|LLMs/GenAI|Prompt Engineering,5,148956.0,0.974,120.7,6.08,2,Mid,Critical Risk,5,0,1.002,23,2
1154,2019,AI Engineer,Entry,Consulting,USA,Prompt Engineering|Basic SEO|Excel (Basic)|Cloud (AWS/GCP),4,137766.0,0.681,109.5,6.2,1,Mid,High Risk,4,0,1.258,0,1
1155,2021,Data Analyst,Lead,Education,USA,Kubernetes|Spark/PySpark|Vector Databases,3,217240.0,0.061,122.5,8.63,4,High,Low Risk,3,1,0.944,6,4
1156,2025,Content Strategist,Principal,Healthcare,UK,Spark/PySpark|MS Access|dbt|Power BI|Excel (Basic),5,218946.0,0.98,167.8,6.14,5,High,Critical Risk,5,0,0.856,5,5
1157,2021,Excel Analyst,Entry,Consulting,Australia,COBOL|Legacy VBA|Data Entry|SQL,4,52458.0,0.98,102.0,3.05,1,Low,Critical Risk,4,0,0.479,11,1
1158,2019,Statistician,Senior,Energy,Germany,Excel (Basic)|Power BI|Legacy VBA|MLOps,4,162745.0,0.912,94.7,5.58,3,Mid,Critical Risk,4,0,0.837,22,3
1159,2020,Supply Chain Analyst,Mid,Manufacturing,India,R|dbt|Prompt Engineering|COBOL|Deep Learning|Cold Calling,6,148114.0,0.876,112.6,6.1,2,Mid,Critical Risk,6,0,0.996,23,2
1160,2024,IT Support Specialist,Principal,Healthcare,Singapore,Cloud (AWS/GCP)|Spark/PySpark|A/B Testing|Tableau|Crystal Reports|MLOps,6,281071.0,0.76,117.1,7.33,5,Elite,Critical Risk,6,0,1.099,14,5
1161,2024,Operations Analyst,Senior,Consulting,Australia,Tableau|Power BI|Basic SEO|Copy-Paste Reporting|Python|R,6,169601.0,0.98,109.5,5.85,3,Mid,Critical Risk,6,0,0.872,16,3
1162,2025,QA Engineer,Entry,Healthcare,Brazil,COBOL|Airflow|Excel (Basic)|A/B Testing|Vector Databases,5,116979.0,0.98,87.1,6.0,1,Low,Critical Risk,5,0,1.068,18,1
1163,2023,Financial Analyst,Senior,Tech,Singapore,SQL|Legacy VBA|Python|Tableau,4,173530.0,0.82,135.7,6.57,3,Mid,Critical Risk,4,0,0.892,12,3
1164,2025,Content Strategist,Lead,Tech,UK,Kubernetes|Basic SEO|Data Entry,3,139068.0,0.98,117.4,4.2,4,Mid,Critical Risk,3,0,0.605,5,4
1165,2023,Machine Learning Engineer,Senior,Energy,UAE,Copy-Paste Reporting|Machine Learning|Cloud (AWS/GCP)|MS Access|Excel (Basic),5,267030.0,0.98,137.5,5.04,3,Elite,Critical Risk,5,0,1.373,15,3
1166,2024,Operations Analyst,Entry,Retail,Netherlands,R|MS Access|Statistics|Spark/PySpark,4,103332.0,0.809,120.9,6.2,1,Low,Critical Risk,4,0,0.944,16,1
1167,2024,HR Analyst,Mid,Manufacturing,Germany,COBOL|Statistics|Manual Testing,3,87959.0,0.98,150.3,3.8,2,Low,Critical Risk,3,0,0.591,13,2
1168,2019,Data Scientist,Entry,Healthcare,Brazil,A/B Testing|Cloud (AWS/GCP)|Airflow,3,116113.0,0.05,100.3,8.4,1,Low,Low Risk,3,1,1.06,8,1
1169,2022,Data Analyst,Principal,Consulting,Singapore,Cloud (AWS/GCP)|Prompt Engineering|SQL,3,235496.0,0.05,122.1,8.6,5,High,Low Risk,3,1,0.921,6,5
1170,2020,Excel Analyst,Principal,Manufacturing,Brazil,Copy-Paste Reporting|Legacy VBA|Manual Testing|Cloud (AWS/GCP)|Power BI|Spark/PySpark,6,203567.0,0.98,100.7,5.22,5,High,Critical Risk,6,0,0.796,11,5
1171,2020,Data Engineer,Mid,Healthcare,Netherlands,Statistics|Prompt Engineering|Legacy VBA|Cloud (AWS/GCP),4,184966.0,0.409,120.2,6.93,2,High,Moderate Risk,4,0,1.244,7,2
1172,2022,DevOps Engineer,Senior,Government,Singapore,Tableau|Power BI|Basic SEO,3,179924.0,0.728,121.1,6.13,3,Mid,High Risk,3,0,0.925,9,3
1173,2019,AI Engineer,Lead,Finance,Brazil,Python|Excel (Basic)|Prompt Engineering|Machine Learning|Data Entry|MS Access,6,324622.0,0.98,106.4,5.87,4,Elite,Critical Risk,6,0,1.411,0,4
1174,2023,IT Support Specialist,Entry,Education,India,MS Access|Tableau|Kubernetes|Python|LLMs/GenAI|Vector Databases,6,116378.0,0.515,95.6,7.67,1,Low,High Risk,6,0,1.063,14,1
1175,2025,Content Strategist,Mid,Education,Netherlands,A/B Testing|Deep Learning|LLMs/GenAI|Data Entry|Spark/PySpark|Vector Databases,6,196421.0,0.559,148.4,7.68,2,High,High Risk,6,0,1.321,5,2
1176,2023,Cloud Architect,Lead,Healthcare,Germany,SQL|Deep Learning|Basic SEO|Data Entry|Statistics,5,315523.0,0.98,133.4,5.7,4,Elite,Critical Risk,5,0,1.372,4,4
1177,2022,Accountant,Mid,Energy,Netherlands,Spark/PySpark|Crystal Reports|MLOps|Excel (Basic)|Vector Databases,5,137579.0,0.98,131.0,6.42,2,Mid,Critical Risk,5,0,0.925,1,2
1178,2025,Software Developer,Entry,Tech,USA,Airflow|Cloud (AWS/GCP)|Legacy VBA|Statistics,4,140819.0,0.687,161.9,6.68,1,Mid,High Risk,4,0,1.286,21,1
1179,2022,Cloud Architect,Mid,Retail,UK,MS Access|SQL|Cold Calling|Power BI,4,180329.0,0.98,137.1,4.88,2,Mid,Critical Risk,4,0,1.212,4,2
1180,2019,Accountant,Senior,Finance,USA,Tableau|Cold Calling|Vector Databases,3,125287.0,0.98,99.2,6.23,3,Low,Critical Risk,3,0,0.644,1,3
1181,2025,Data Analyst,Mid,Education,UK,SQL|Spark/PySpark|Data Entry|Excel (Basic)|R|dbt,6,144254.0,0.98,128.1,6.03,2,Mid,Critical Risk,6,0,0.97,6,2
1182,2022,IT Support Specialist,Senior,Retail,Canada,Power BI|Basic SEO|A/B Testing|COBOL,4,108509.0,0.98,116.3,4.98,3,Low,Critical Risk,4,0,0.558,14,3
1183,2019,Financial Analyst,Entry,Finance,Canada,COBOL|Spark/PySpark|Python,3,94185.0,0.574,94.4,6.37,1,Low,High Risk,3,0,0.86,12,1
1184,2022,Financial Analyst,Principal,Finance,Australia,Legacy VBA|MS Access|Data Entry|A/B Testing,4,182678.0,0.98,113.0,3.4,5,Mid,Critical Risk,4,0,0.714,12,5
1185,2025,SQL Developer,Principal,Consulting,Netherlands,Vector Databases|Manual Testing|R|Copy-Paste Reporting|Spark/PySpark,5,266693.0,0.98,120.9,5.62,5,Elite,Critical Risk,5,0,1.043,20,5
1186,2022,QA Engineer,Lead,Finance,Brazil,Spark/PySpark|COBOL|A/B Testing,3,196456.0,0.844,100.6,5.93,4,High,Critical Risk,3,0,0.854,18,4
1187,2019,Digital Marketer,Mid,Tech,Brazil,Python|Airflow|Basic SEO|Prompt Engineering|Kubernetes,5,137934.0,0.471,101.2,7.58,2,Mid,Moderate Risk,5,0,0.927,10,2
1188,2021,Data Scientist,Mid,Manufacturing,UK,Copy-Paste Reporting|A/B Testing|Manual Testing|Prompt Engineering,4,148466.0,0.98,118.0,5.25,2,Mid,Critical Risk,4,0,0.998,8,2
1189,2019,SEO Specialist,Entry,Energy,UAE,Data Entry|Python|Machine Learning|MLOps|Power BI,5,106791.0,0.772,101.1,7.4,1,Low,Critical Risk,5,0,0.975,19,1
1190,2021,Business Analyst,Mid,Retail,Netherlands,Cold Calling|Legacy VBA|Machine Learning|Airflow|Statistics,5,137146.0,0.98,110.0,5.84,2,Mid,Critical Risk,5,0,0.922,3,2
1191,2023,Accountant,Entry,Education,UK,Manual Testing|MS Access|Copy-Paste Reporting|Deep Learning|R|Statistics,6,94212.0,0.98,147.5,4.83,1,Low,Critical Risk,6,0,0.86,1,1
1192,2021,Product Manager,Entry,Finance,USA,A/B Testing|Airflow|Data Entry|Vector Databases|Power BI|Statistics,6,145870.0,0.522,111.5,7.0,1,Mid,High Risk,6,0,1.332,17,1
1193,2025,Excel Analyst,Entry,Tech,USA,R|Manual Testing|Copy-Paste Reporting|SQL,4,59665.0,0.98,118.8,4.45,1,Low,Critical Risk,4,0,0.545,11,1
1194,2024,Data Analyst,Principal,Consulting,USA,Cold Calling|SQL|Crystal Reports|Spark/PySpark|Power BI|COBOL,6,222481.0,0.98,138.0,4.83,5,High,Critical Risk,6,0,0.87,6,5
1195,2020,Machine Learning Engineer,Lead,Finance,Brazil,Vector Databases|dbt|MLOps|Power BI|Machine Learning,5,375014.0,0.05,104.7,8.78,4,Elite,Low Risk,5,1,1.63,15,4
1196,2019,Financial Analyst,Entry,Retail,Singapore,COBOL|Python|Copy-Paste Reporting,3,69282.0,0.98,95.4,3.8,1,Low,Critical Risk,3,0,0.633,12,1
1197,2025,Business Analyst,Entry,Tech,India,LLMs/GenAI|Prompt Engineering|Machine Learning|MLOps|Vector Databases|Manual Testing,6,176972.0,0.05,156.7,8.25,1,Mid,Low Risk,6,1,1.616,3,1
1198,2020,AI Engineer,Mid,Energy,Singapore,Legacy VBA|Cloud (AWS/GCP)|Copy-Paste Reporting|Deep Learning|Cold Calling|Kubernetes,6,222883.0,0.98,104.0,5.2,2,High,Critical Risk,6,0,1.499,0,2
1199,2020,Digital Marketer,Senior,Retail,UAE,Vector Databases|Cold Calling|R|Prompt Engineering|Copy-Paste Reporting,5,159533.0,0.98,103.7,5.58,3,Mid,Critical Risk,5,0,0.82,10,3
1200,2023,Statistician,Senior,Media,Netherlands,Machine Learning|Vector Databases|Power BI,3,213815.0,0.05,135.1,8.8,3,High,Low Risk,3,1,1.099,22,3
1201,2023,Digital Marketer,Senior,Finance,Canada,Basic SEO|A/B Testing|Airflow|Prompt Engineering,4,159615.0,0.718,147.9,7.13,3,Mid,High Risk,4,0,0.821,10,3
1202,2020,Machine Learning Engineer,Senior,Healthcare,USA,Crystal Reports|Tableau|Data Entry|Cold Calling,4,193215.0,0.98,102.6,3.22,3,High,Critical Risk,4,0,0.993,15,3
1203,2019,Data Analyst,Lead,Tech,Germany,Excel (Basic)|SQL|Prompt Engineering|Basic SEO|Deep Learning,5,201475.0,0.822,93.3,6.48,4,High,Critical Risk,5,0,0.876,6,4
1204,2025,Accountant,Lead,Consulting,USA,SQL|Tableau|Machine Learning|Airflow|dbt|Copy-Paste Reporting,6,246582.0,0.98,123.6,7.07,4,Elite,Critical Risk,6,0,1.072,1,4
1205,2022,SEO Specialist,Entry,Manufacturing,USA,Python|Manual Testing|Cold Calling|MLOps|Basic SEO,5,83357.0,0.98,136.7,5.2,1,Low,Critical Risk,5,0,0.761,19,1
1206,2025,Financial Analyst,Mid,Tech,Australia,Copy-Paste Reporting|Power BI|COBOL|MS Access|Cold Calling|Machine Learning,6,139373.0,0.98,159.0,3.95,2,Mid,Critical Risk,6,0,0.937,12,2
1207,2023,Software Developer,Senior,Media,UAE,Excel (Basic)|MS Access|Copy-Paste Reporting|Cold Calling|A/B Testing|Kubernetes,6,206173.0,0.98,107.6,4.12,3,High,Critical Risk,6,0,1.06,21,3
1208,2022,IT Support Specialist,Mid,Healthcare,USA,COBOL|Legacy VBA|Kubernetes|Deep Learning|Airflow,5,130219.0,0.98,114.4,5.74,2,Low,Critical Risk,5,0,0.876,14,2
1209,2021,Cloud Architect,Principal,Government,USA,Vector Databases|Kubernetes|Legacy VBA|COBOL|Data Entry,5,358193.0,0.98,116.0,4.38,5,Elite,Critical Risk,5,0,1.4,4,5
1210,2023,Data Analyst,Entry,Manufacturing,Brazil,Basic SEO|Kubernetes|Copy-Paste Reporting|LLMs/GenAI|Tableau,5,112720.0,0.98,123.3,5.9,1,Low,Critical Risk,5,0,1.029,6,1
1211,2022,Data Analyst,Lead,Tech,Australia,Data Entry|R|dbt|Power BI|Machine Learning|Excel (Basic),6,219594.0,0.98,133.0,6.22,4,High,Critical Risk,6,0,0.955,6,4
1212,2021,Accountant,Principal,Education,UK,LLMs/GenAI|Kubernetes|Cold Calling|Basic SEO|COBOL|Statistics,6,254145.0,0.98,107.9,5.25,5,Elite,Critical Risk,6,0,0.994,1,5
1213,2024,BI Developer,Mid,Energy,USA,Cloud (AWS/GCP)|Data Entry|Machine Learning|LLMs/GenAI,4,180554.0,0.676,143.6,7.45,2,Mid,High Risk,4,0,1.214,2,2
1214,2025,IT Support Specialist,Principal,Education,USA,Machine Learning|Crystal Reports|Kubernetes|Python,4,245514.0,0.785,121.8,7.15,5,Elite,Critical Risk,4,0,0.96,14,5
1215,2025,DevOps Engineer,Principal,Tech,Brazil,Vector Databases|Cloud (AWS/GCP)|Deep Learning|A/B Testing,4,409050.0,0.05,134.6,8.78,5,Elite,Low Risk,4,1,1.599,9,5
1216,2023,Data Scientist,Mid,Retail,Australia,Basic SEO|Legacy VBA|Power BI|Deep Learning|Data Entry,5,158329.0,0.98,126.1,4.68,2,Mid,Critical Risk,5,0,1.065,8,2
1217,2021,Data Engineer,Entry,Education,Brazil,MLOps|Power BI|Data Entry|Vector Databases|Statistics,5,150389.0,0.517,124.9,6.96,1,Mid,High Risk,5,0,1.373,7,1
1218,2021,Accountant,Entry,Healthcare,Australia,Prompt Engineering|Spark/PySpark|Excel (Basic),3,90166.0,0.683,100.4,7.17,1,Low,High Risk,3,0,0.823,1,1
1219,2023,SQL Developer,Senior,Media,Netherlands,dbt|SQL|Basic SEO|Excel (Basic)|Machine Learning,5,185931.0,0.98,114.3,6.4,3,High,Critical Risk,5,0,0.956,20,3
1220,2020,Software Developer,Entry,Finance,Canada,R|MS Access|Cloud (AWS/GCP)|A/B Testing|Machine Learning|Manual Testing,6,123330.0,0.8,117.8,6.32,1,Low,Critical Risk,6,0,1.126,21,1
1221,2023,Content Strategist,Lead,Education,Germany,Basic SEO|Excel (Basic)|Prompt Engineering|Airflow,4,169552.0,0.98,123.0,6.02,4,Mid,Critical Risk,4,0,0.737,5,4
1222,2025,DevOps Engineer,Mid,Consulting,Australia,Crystal Reports|Airflow|Tableau,3,161411.0,0.766,149.7,5.9,2,Mid,Critical Risk,3,0,1.085,9,2
1223,2022,DevOps Engineer,Entry,Education,Netherlands,Vector Databases|Data Entry|Statistics,3,122981.0,0.793,123.4,6.0,1,Low,Critical Risk,3,0,1.123,9,1
1224,2022,QA Engineer,Mid,Energy,India,Cold Calling|Power BI|Legacy VBA|Excel (Basic),4,102205.0,0.98,115.3,3.82,2,Low,Critical Risk,4,0,0.687,18,2
1225,2023,Statistician,Senior,Education,Australia,Deep Learning|Power BI|A/B Testing,3,194484.0,0.05,147.0,8.27,3,High,Low Risk,3,1,1.0,22,3
1226,2023,Digital Marketer,Mid,Healthcare,UAE,LLMs/GenAI|Cloud (AWS/GCP)|Power BI,3,138964.0,0.132,117.8,8.87,2,Mid,Low Risk,3,1,0.934,10,2
1227,2023,Operations Analyst,Lead,Finance,India,Basic SEO|Power BI|Python,3,177311.0,0.817,130.0,6.67,4,Mid,Critical Risk,3,0,0.771,16,4
1228,2019,Data Engineer,Principal,Media,Singapore,Vector Databases|Spark/PySpark|SQL|Crystal Reports|R|Airflow,6,342732.0,0.325,106.1,6.98,5,Elite,Moderate Risk,6,0,1.34,7,5
1229,2019,Cloud Architect,Senior,Energy,Brazil,MS Access|Machine Learning|Deep Learning,3,255215.0,0.214,112.4,6.93,3,Elite,Low Risk,3,0,1.312,4,3
1230,2021,IT Support Specialist,Lead,Consulting,Singapore,Cold Calling|Statistics|Crystal Reports|Spark/PySpark|MS Access,5,143730.0,0.98,96.9,4.42,4,Mid,Critical Risk,5,0,0.625,14,4
1231,2025,Financial Analyst,Principal,Finance,India,Excel (Basic)|Vector Databases|Legacy VBA,3,218981.0,0.98,157.1,4.87,5,High,Critical Risk,3,0,0.856,12,5
1232,2022,Cloud Architect,Lead,Healthcare,Netherlands,Cold Calling|Cloud (AWS/GCP)|Airflow|Prompt Engineering|Statistics,5,351866.0,0.411,114.7,7.2,4,Elite,Moderate Risk,5,0,1.53,4,4
1233,2023,Content Strategist,Principal,Energy,Netherlands,Prompt Engineering|MLOps|SQL|Basic SEO|LLMs/GenAI|Spark/PySpark,6,326811.0,0.3,114.3,7.88,5,Elite,Moderate Risk,6,1,1.278,5,5
1234,2024,Product Manager,Mid,Government,Netherlands,Excel (Basic)|Manual Testing|MLOps|Cloud (AWS/GCP)|Vector Databases,5,208136.0,0.587,131.5,6.68,2,High,High Risk,5,0,1.399,17,2
1235,2019,AI Engineer,Senior,Consulting,UAE,LLMs/GenAI|Prompt Engineering|Kubernetes|Manual Testing,4,276218.0,0.05,99.3,7.5,3,Elite,Low Risk,4,1,1.42,0,3
1236,2020,Supply Chain Analyst,Senior,Healthcare,UK,R|Basic SEO|A/B Testing|Cold Calling,4,128791.0,0.98,110.4,4.85,3,Low,Critical Risk,4,0,0.662,23,3
1237,2023,Business Analyst,Principal,Media,Canada,Statistics|Basic SEO|Python,3,211010.0,0.701,115.6,6.53,5,High,High Risk,3,0,0.825,3,5
1238,2021,Financial Analyst,Lead,Consulting,Netherlands,Basic SEO|Tableau|Prompt Engineering|Cloud (AWS/GCP),4,211505.0,0.628,107.7,7.22,4,High,High Risk,4,0,0.919,12,4
1239,2025,Machine Learning Engineer,Lead,Government,UAE,Deep Learning|Copy-Paste Reporting|Spark/PySpark|Kubernetes|MS Access,5,366910.0,0.98,168.3,5.82,4,Elite,Critical Risk,5,0,1.595,15,4
1240,2021,Data Scientist,Mid,Finance,Australia,A/B Testing|MLOps|Kubernetes|Tableau,4,195814.0,0.05,116.1,8.15,2,High,Low Risk,4,1,1.317,8,2
1241,2023,Supply Chain Analyst,Entry,Education,USA,Cloud (AWS/GCP)|Crystal Reports|COBOL|A/B Testing|MLOps|dbt,6,129965.0,0.941,133.5,6.23,1,Low,Critical Risk,6,0,1.187,23,1
1242,2024,HR Analyst,Entry,Tech,Canada,Excel (Basic)|SQL|Copy-Paste Reporting|Airflow,4,65318.0,0.98,146.6,5.08,1,Low,Critical Risk,4,0,0.596,13,1
1243,2021,Digital Marketer,Mid,Consulting,India,Prompt Engineering|Spark/PySpark|dbt|Data Entry|Deep Learning|A/B Testing,6,172584.0,0.652,115.1,7.5,2,Mid,High Risk,6,0,1.16,10,2
1244,2024,SQL Developer,Entry,Government,UK,R|Manual Testing|dbt|Crystal Reports|LLMs/GenAI|Machine Learning,6,120466.0,0.98,101.8,6.48,1,Low,Critical Risk,6,0,1.1,20,1
1245,2021,Accountant,Lead,Energy,Canada,Statistics|A/B Testing|Legacy VBA|LLMs/GenAI|Prompt Engineering,5,223453.0,0.724,124.8,7.28,4,High,High Risk,5,0,0.971,1,4
1246,2021,Supply Chain Analyst,Lead,Consulting,Singapore,R|Statistics|Prompt Engineering|Cloud (AWS/GCP)|Airflow,5,241887.0,0.05,105.5,8.1,4,High,Low Risk,5,1,1.052,23,4
1247,2025,AI Engineer,Lead,Consulting,Australia,Legacy VBA|Power BI|Cloud (AWS/GCP)|LLMs/GenAI,4,366233.0,0.35,136.3,7.15,4,Elite,Moderate Risk,4,0,1.592,0,4
1248,2021,Supply Chain Analyst,Entry,Education,Singapore,Cold Calling|Statistics|Basic SEO|COBOL,4,73087.0,0.98,122.1,3.4,1,Low,Critical Risk,4,0,0.667,23,1
1249,2023,QA Engineer,Mid,Tech,Germany,A/B Testing|dbt|Copy-Paste Reporting|COBOL|Power BI,5,129224.0,0.98,79.5,5.28,2,Low,Critical Risk,5,0,0.869,18,2
1250,2025,Cloud Architect,Senior,Education,Singapore,COBOL|Tableau|Power BI|SQL|Kubernetes|Machine Learning,6,320074.0,0.233,120.7,6.95,3,Elite,Low Risk,6,0,1.646,4,3
1251,2024,Excel Analyst,Senior,Tech,Germany,Power BI|Airflow|Excel (Basic)|LLMs/GenAI|R|dbt,6,194507.0,0.625,130.2,7.4,3,High,High Risk,6,0,1.0,11,3
1252,2019,Accountant,Principal,Education,India,MS Access|Python|COBOL,3,159758.0,0.98,90.2,4.2,5,Mid,Critical Risk,3,0,0.625,1,5
1253,2025,Operations Analyst,Senior,Education,Netherlands,Data Entry|Machine Learning|A/B Testing,3,164967.0,0.98,126.0,6.3,3,Mid,Critical Risk,3,0,0.848,16,3
1254,2023,SQL Developer,Mid,Media,Singapore,Prompt Engineering|COBOL|LLMs/GenAI|Vector Databases,4,169288.0,0.33,101.2,7.35,2,Mid,Moderate Risk,4,1,1.138,20,2
1255,2020,SEO Specialist,Mid,Tech,USA,Cold Calling|A/B Testing|Cloud (AWS/GCP),3,93309.0,0.98,108.1,6.3,2,Low,Critical Risk,3,0,0.627,19,2
1256,2025,Digital Marketer,Entry,Healthcare,Germany,Python|Airflow|Data Entry|Cold Calling|Crystal Reports,5,84181.0,0.98,133.4,4.56,1,Low,Critical Risk,5,0,0.769,10,1
1257,2021,Product Manager,Entry,Government,Singapore,Basic SEO|MS Access|Kubernetes|Copy-Paste Reporting,4,110817.0,0.98,110.7,3.58,1,Low,Critical Risk,4,0,1.012,17,1
1258,2019,Content Strategist,Lead,Tech,USA,Cloud (AWS/GCP)|MS Access|Excel (Basic)|COBOL,4,137012.0,0.98,96.2,3.97,4,Mid,Critical Risk,4,0,0.596,5,4
1259,2025,Accountant,Senior,Education,Singapore,Prompt Engineering|Kubernetes|Tableau,3,166807.0,0.414,115.0,8.33,3,Mid,Moderate Risk,3,0,0.858,1,3
1260,2021,HR Analyst,Principal,Consulting,Singapore,Power BI|Deep Learning|Airflow|R|Kubernetes,5,260347.0,0.05,113.2,7.96,5,Elite,Low Risk,5,1,1.018,13,5
1261,2024,SEO Specialist,Principal,Retail,Singapore,Statistics|MS Access|SQL,3,161248.0,0.98,152.4,5.7,5,Mid,Critical Risk,3,0,0.63,19,5
1262,2025,SEO Specialist,Entry,Consulting,Canada,SQL|Cold Calling|Airflow,3,64863.0,0.98,136.1,5.93,1,Low,Critical Risk,3,0,0.592,19,1
1263,2022,Financial Analyst,Entry,Manufacturing,Australia,COBOL|Data Entry|Deep Learning|Cloud (AWS/GCP),4,108813.0,0.98,123.7,5.2,1,Low,Critical Risk,4,0,0.994,12,1
1264,2020,Digital Marketer,Principal,Retail,UK,SQL|Manual Testing|Basic SEO|Statistics,4,166108.0,0.98,105.2,5.18,5,Mid,Critical Risk,4,0,0.649,10,5
1265,2025,Financial Analyst,Mid,Tech,UAE,Power BI|Prompt Engineering|MS Access|MLOps|Basic SEO,5,158260.0,0.98,121.1,6.26,2,Mid,Critical Risk,5,0,1.064,12,2
1266,2021,Operations Analyst,Principal,Energy,Singapore,Kubernetes|Crystal Reports|dbt,3,199656.0,0.805,120.2,6.13,5,High,Critical Risk,3,0,0.781,16,5
1267,2025,Digital Marketer,Principal,Consulting,Australia,MLOps|Tableau|Crystal Reports|Statistics,4,222733.0,0.79,135.9,6.45,5,High,Critical Risk,4,0,0.871,10,5
1268,2025,Product Manager,Entry,Finance,Singapore,SQL|Spark/PySpark|Cold Calling,3,115336.0,0.733,113.6,6.07,1,Low,High Risk,3,0,1.053,17,1
1269,2023,Product Manager,Entry,Healthcare,Canada,Copy-Paste Reporting|Cloud (AWS/GCP)|Machine Learning|Power BI|Statistics|LLMs/GenAI,6,170436.0,0.515,133.2,7.42,1,Mid,High Risk,6,0,1.556,17,1
1270,2023,Digital Marketer,Mid,Media,Singapore,Python|Prompt Engineering|Cloud (AWS/GCP)|Power BI|Basic SEO|Legacy VBA,6,140857.0,0.98,122.9,6.72,2,Mid,Critical Risk,6,0,0.947,10,2
1271,2021,Accountant,Senior,Energy,India,Prompt Engineering|A/B Testing|Legacy VBA|dbt,4,155418.0,0.933,115.8,6.93,3,Mid,Critical Risk,4,0,0.799,1,3
1272,2024,DevOps Engineer,Principal,Energy,Germany,Tableau|dbt|MLOps|MS Access|Cold Calling|Spark/PySpark,6,374100.0,0.98,109.2,6.33,5,Elite,Critical Risk,6,0,1.463,9,5
1273,2024,Digital Marketer,Entry,Education,Singapore,Spark/PySpark|Statistics|Deep Learning|Python,4,117898.0,0.05,123.6,8.6,1,Low,Low Risk,4,1,1.077,10,1
1274,2020,SQL Developer,Entry,Media,UAE,Cloud (AWS/GCP)|Machine Learning|Manual Testing|Tableau|LLMs/GenAI,5,121307.0,0.293,99.0,7.74,1,Low,Moderate Risk,5,1,1.108,20,1
1275,2024,SEO Specialist,Mid,Education,USA,Kubernetes|Prompt Engineering|Basic SEO|Copy-Paste Reporting,4,113963.0,0.98,128.0,5.35,2,Low,Critical Risk,4,0,0.766,19,2
1276,2024,AI Engineer,Senior,Energy,Singapore,R|Data Entry|Legacy VBA|dbt|Deep Learning,5,291777.0,0.98,142.1,5.52,3,Elite,Critical Risk,5,0,1.5,0,3
1277,2019,Product Manager,Mid,Manufacturing,India,Excel (Basic)|Cloud (AWS/GCP)|Spark/PySpark|COBOL|A/B Testing,5,180909.0,0.604,99.0,6.06,2,Mid,High Risk,5,0,1.216,17,2
1278,2025,Software Developer,Senior,Energy,Brazil,COBOL|MS Access|Copy-Paste Reporting|Manual Testing|Legacy VBA,5,162556.0,0.98,159.4,1.84,3,Mid,Critical Risk,5,0,0.836,21,3
1279,2020,BI Developer,Entry,Retail,Canada,COBOL|Manual Testing|Spark/PySpark,3,78943.0,0.98,109.6,4.23,1,Low,Critical Risk,3,0,0.721,2,1
1280,2022,Data Analyst,Senior,Finance,USA,A/B Testing|COBOL|Tableau|Power BI,4,150732.0,0.616,124.4,6.12,3,Mid,High Risk,4,0,0.775,6,3
